"","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","availability_60","availability_90","availability_365","price_30","price_60","price_90","price_365","revenue_30","revenue_60","revenue_90","revenue_365"
"3721","bologna","2020-08-31",42924121,"Porto - Saragozza",44.49741,11.34038,"Entire condominium","Entire home/apt","4","1",2,"$50.00","1",1125,23,53,83,173,54.8571428571429,54.8571428571429,54.8571428571429,1850.95833333333,384,384,384,355384
"3722","bologna","2020-08-31",42924289,"Porto - Saragozza",44.49832,11.33848,"Entire condominium","Entire home/apt","6","2",3,"$74.00","1",1125,22,52,82,172,72.125,72.125,72.125,1401.95336787565,577,577,577,270577
"3723","bologna","2020-08-31",42932573,"Navile",44.50798,11.34986,"Entire apartment","Entire home/apt","6","2",3,"$154.00","1",1125,30,60,90,365,NA,NA,NA,NA,0,0,0,0
"3724","bologna","2020-08-31",42933623,"Navile",44.508,11.3502,"Entire house","Entire home/apt","4","1",2,"$125.00","1",1125,30,60,90,365,NA,NA,NA,NA,0,0,0,0
"3725","bologna","2020-08-31",42936674,"Porto - Saragozza",44.49066,11.32012,"Entire apartment","Entire home/apt","5","2",2,"$80.00","5",90,0,0,0,0,80,80,80,80,2400,4800,7200,29200
"3726","bologna","2020-08-31",42937012,"Navile",44.50755,11.35131,"Entire house","Entire home/apt","6","2",3,"$154.00","1",1125,30,60,90,365,NA,NA,NA,NA,0,0,0,0
"3727","bologna","2020-08-31",42945996,"Navile",44.51339,11.34139,"Entire apartment","Entire home/apt","4","1",2,"$63.00","2",1125,22,52,82,173,99,99,99,42.4583333333333,792,792,792,8152
"3728","bologna","2020-08-31",42957587,"Porto - Saragozza",44.50577,11.34302,"Entire apartment","Entire home/apt","4","1",3,"$66.00","2",1125,0,0,0,0,111.733333333333,113.216666666667,98.8777777777778,66.7534246575343,3352,6793,8899,24365
"3729","bologna","2020-08-31",42963705,"Porto - Saragozza",44.50261,11.31235,"Entire apartment","Entire home/apt","3","1",4,"$60.00","1",30,30,60,90,361,NA,NA,NA,102,0,0,0,408
"3730","bologna","2020-08-31",42963974,"Porto - Saragozza",44.4985,11.31954,"Shared room in apartment","Shared room","2","1",2,"$17.00","1",30,30,60,90,90,NA,NA,NA,17,0,0,0,4675
